,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
85,BKubena,LSU football for @theadvocatebr and @NOLAnews | @UTJschool graduate | DMs are open | bkubena@theadvocate.com,"Baton Rouge, LA (Houston born)",1758,9435,27456,6,"Congratulations to Jade Lewis, who has earned her degree in Sport Administration!

📄 https://t.co/i8C04F0Oe2 https://t.co/JRAxvMRt0t",[]
86,aegallo,Spirited investigative reporter for @theadvocatebr/@nolanews/@theadvocateaca. 2018 @propublica local reporting network. Tips: agallo@theadvocate.com.,Baton Rouge,2819,6012,23092,6,"Congratulations to Jade Lewis, who has earned her degree in Sport Administration!

📄 https://t.co/i8C04F0Oe2 https://t.co/JRAxvMRt0t",[]
87,andres_chavez13,Escritor en @pinstripealley @empiresportsmed @Sportsnaut y @faketeams | Sportswriter at @pinstripealley @empiresportsmed @Sportsnaut and @faketeams,"Maracaibo, Venezuela",578,717,9853,1,"Enjoy the #NBA? Enjoy #fantasybasketball? Enjoy beating professional fantasy writers at any fantasy sport?

Why not join the Fake Teams Fantasy Basketball league!? https://t.co/PJztoKM9lr https://t.co/8xXCvAsRom","['NBA', 'fantasybasketball']"
88,Oyesola_,"IG- @__oyesola
•A Nigerian studying German 🇩🇪
•I would love to travel around the world someday
•I hope to be a Photographer and Graphic designer someday......",In my mind I dey abroad ,2502,3896,60460,11,"UISU SPECIAL RELEASE 056
18/12/2020

Death of Ex-UISU Sport Secretary

We regret to announce the death of our former Sport Secretary for the 2015/16 session, Mr Ibrahim Olayemi Oladiran (Ozone). We received the news of the death of Mr Ibrahim in the early hours of Friday, https://t.co/PNkCPatAhg",[]
89,squeakysteph87,Official good luck charm for Univerisity of Utah football team and #1 Utah fan and big Utah Jazz fan  #GoUtes,,1522,263,27283,11,"Congratulations to @Utah_Football TE Dalton Kincaid! He's received the 2020 Utah Athletes in Service Award, sponsored by the University's @BennionCenter. The award honors athletes who excel in their sport, in the classroom and in the community:
https://t.co/fTYgJyNW4f

#GoUtes https://t.co/WyyjwGc44Q",[]
90,jcteranlama,,,1674,156,7626,11,"My reprint col: I never met Satchel Paige (who is now a ""major leaguer""). But I knew Bill Veeck who knew Paige as well as anyone on the MLB side of the sport. When Paige died in '82, I called Veeck to ""tell me about Satchel."" Man, did he ever. Enjoy. https://t.co/hNQBAFRjmd",[]
91,MrMichaelLee,"Sports enterprise reporter for @washingtonpost. Kansas City, Mo. native. Florida A&M grad. KAΨ. Former ATLien. Covered NBA for 19 seasons. Used to love hip-hop",Philadelphia,2416,67634,48431,11,"My reprint col: I never met Satchel Paige (who is now a ""major leaguer""). But I knew Bill Veeck who knew Paige as well as anyone on the MLB side of the sport. When Paige died in '82, I called Veeck to ""tell me about Satchel."" Man, did he ever. Enjoy. https://t.co/hNQBAFRjmd",[]
92,Jiouvenlea,Doing my best to survive. #E4L💜,south africa,1519,497,55449,30,"""We should be less afraid to be afraid. It's a very valid emotion and it's something we shouldn't shy away from.""

Emily Harrington tells @cnnsport about her historic El Capitan climb and how she’s learned to manage fear. https://t.co/XGGOUZUhmM https://t.co/F3t3qMTwPo",[]
93,GlobalSportASU,Bridging academic research to real-life implications. Translating sport research into easily understood info. Sharing knowledge with audiences who need it most.,"Phoenix, AZ",533,2047,3939,9,".@kavithadavidson is Host/Editorial Director of The Lead produced by @theathletic. In her vision for sport 2021, she'd like to see support around women’s sports grow equal to men’s. 

Our new issue, Predictions &amp; Provocations for Sport: 2021 is out now.
https://t.co/UyHnvtHnA7",[]
94,GlobalSportASU,Bridging academic research to real-life implications. Translating sport research into easily understood info. Sharing knowledge with audiences who need it most.,"Phoenix, AZ",533,2047,3939,3,"""I want more and bigger and different for women’s sport in the coming year. This is a lifelong desire but it feels more pressing and possible than ever before."" -@jessicawluther, journalist &amp; @BurnItDownPod co-host.

More on her 2021 vision for #sport ⤵ https://t.co/b4b9VacDEO",[]
95,CrowboroughAFC,"⚽️ A @FA Charter Standard Community Club ⚽️ Members of the SCEFL, SCFL & C&DJFL @SussexCountyFA 📆 Founded in 1894.","Crowborough, East Sussex",1465,4408,22363,1,Action here https://t.co/ojCMciB0Xl @TheSCFL U23 North match between @CrowboroughFC23 and @StFrancisRanger #football #nonleague @CrowboroughAFC @crowsunofficial https://t.co/wLTQ4YUXYx,['football']
96,GlobalSportASU,Bridging academic research to real-life implications. Translating sport research into easily understood info. Sharing knowledge with audiences who need it most.,"Phoenix, AZ",533,2047,3939,1,"The #GSMPod meets the final #GSMLive of the year. We're sharing the audio of our year-end episode, Predictions &amp; Provocations for Sport: 2021.

We've gathered the best and brightest in global sport, including @ilhaamg, to lend their visions for 2021. https://t.co/cvsFvlyLJl https://t.co/hcjQRaNCny","['GSMPod', 'GSMLive']"
97,ChochilinoRadio,,,27,95,291485,0,Ahmad Bin Ali Stadium: A 2022 World Cup venue with an Indian ‘touch’ https://t.co/fDOyX2kNYC,[]
98,ChochilinoRadio,,,27,95,291485,0,Ahmad Bin Ali Stadium: 10 things you need to know about the ‘architectural marvel’ for the World Cup 2022 https://t.co/871OAmL2As,[]
99,SlobinDaniel,,,396,216,18323,1,"Another day, another ridiculous comment about Jurgen Klopp 🗣️ 🤨 #LFC https://t.co/6wd4QHXueG",['LFC']
100,empireofthekop,"Official Twitter account of E.O.T.K. For Liverpool fans, by Liverpool fans. Winner of Best Social Account @ #TheFBAs '16 🌟",,935317,1881717,193612,1,"Another day, another ridiculous comment about Jurgen Klopp 🗣️ 🤨 #LFC https://t.co/6wd4QHXueG",['LFC']
101,ChochilinoRadio,,,27,95,291485,0,Nice consider €13m January move for Celtic defender Ajer https://t.co/LUDwcKMDZh,[]
102,ChochilinoRadio,,,27,95,291485,0,Kaizer Chiefs vs Bloemfontein Celtic: History against Amakhosi but Hunt’s side can be optimistic  https://t.co/Ag0x3jke7W,[]
103,ChochilinoRadio,,,27,95,291485,0,Isaac Success: Watford forward resumes training after six-month injury layoff https://t.co/GGizHfHJn0,[]
104,laureneryan,"Director, Beyond the Break. Working with iconic sports brands including @WaterPoloAus, @SnowAust, @SLSAustralia, #theAIS & more. All views are my own","Sydney, New South Wales",728,242,576,4,"‘Growing up at my primary school, girls didn’t actually play rugby. When I showed up to join the team, I was told that it was not a sport for girls.’ 

Meet Danielle McKenzie from NZ set to compete tomorrow in first leg of the IronWoman series.

https://t.co/X4cVRHIa80 https://t.co/XXpOYu7RCW",[]
105,BicycleRetailer,The leading trade magazine and website for the global bicycle industry.,"Boulder, CO",809,16573,10643,0,Bicycle Sport Shop owner Hill Abell  talks to BRAIN about selling the business to Trek Bicycle and the stores' struggles before the bike boom.  https://t.co/Xbcq8dlbYH https://t.co/p43yqZfgVO,[]
106,mightym68184865,,"Dumbarton, Scotland",341,206,5888,52,"A must read.....
Free Link below.....
It could be happening near you today !! 

David Lean: Who is watching your children play sport, do we re... https://t.co/6eRO8yUcYP https://t.co/pH1C64zyTI",[]
107,Chukikiofficial,".ACTIVIST.
.LOVER OF GOD.
.LIBRA.

I.G @chukikioffical
SNAPCHAT@ chukikiofficial",,619,336,10092,30,"""We should be less afraid to be afraid. It's a very valid emotion and it's something we shouldn't shy away from.""

Emily Harrington tells @cnnsport about her historic El Capitan climb and how she’s learned to manage fear. https://t.co/XGGOUZUhmM https://t.co/F3t3qMTwPo",[]
108,NabilHassan79,Digital Manager for British & Irish Lions.,Twickenham,1074,5022,5573,3,"""After the first Test, I thought he was strong but I knew I could hold my own against him."" 💪

@ABCBrynPalmer spoke to @adamjones3 about 'The Day I tamed the Beast', an iconic moment from the 2009 Tour which transformed Jones' reputation in the sport.

https://t.co/sPNc17dS7X",[]
109,liammac_uk,"🇫🇴🇦🇺🇿🇦 Working photographer. For free images, ask someone else 😃",,573,833,5445,1,Action here https://t.co/ojCMciB0Xl @TheSCFL U23 North match between @CrowboroughFC23 and @StFrancisRanger #football #nonleague @CrowboroughAFC @crowsunofficial https://t.co/wLTQ4YUXYx,"['football', 'nonleague']"
110,laureneryan,"Director, Beyond the Break. Working with iconic sports brands including @WaterPoloAus, @SnowAust, @SLSAustralia, #theAIS & more. All views are my own","Sydney, New South Wales",728,242,576,20,"Let's talk about periods. 

#theAIS Female Performance &amp; Health Initiative aims to educate, provide additional research &amp; break down communication barriers around women's health in elite sport.

@ElissaMacleod @DrRachelHarris @brittneykleyn #FPHI

https://t.co/6UbUb8hOAu",['theAIS']
111,lionsofficial,Official account for The British & Irish Lions. Next destination: South Africa in 2021. Join The Pride: https://t.co/d67SU3y4nA,,862,436698,19755,3,"""After the first Test, I thought he was strong but I knew I could hold my own against him."" 💪

@ABCBrynPalmer spoke to @adamjones3 about 'The Day I tamed the Beast', an iconic moment from the 2009 Tour which transformed Jones' reputation in the sport.

https://t.co/sPNc17dS7X",[]
112,WTBdotcom,"Welcome to The Buzz! We've got everything from sports, entertainment, music, movies, podcasts, and more. https://t.co/Tx1xEKSWVP",,1219,359,325,1,-@ufc @danawhite @espn #MMA #sport UFC Thompson vs Neal Predictions https://t.co/t7UJHFxLLX,"['MMA', 'sport']"
113,Chukwunwike_,No half measures,,1724,2277,296126,9,"Gazzetta dello Sport: Ibrahimovic is also at risk of missing the Juventus game on January 6
https://t.co/RFiNuTYxBj",[]
114,BittoLee50,"When I'm serious, I'm all about Investment Banking, Petroleum Engineering, and Finance.

But when I'm less serious, it's all Vibes and Insha Allah",,557,434,2033,11,"UISU SPECIAL RELEASE 056
18/12/2020

Death of Ex-UISU Sport Secretary

We regret to announce the death of our former Sport Secretary for the 2015/16 session, Mr Ibrahim Olayemi Oladiran (Ozone). We received the news of the death of Mr Ibrahim in the early hours of Friday, https://t.co/PNkCPatAhg",[]
115,DavidLeanLeano,In 2013 nobody wanted to prosecute Barry Bennell. But after my fight he was finally convicted in May 2015. Now a Level 4 Diploma Counselling student.,Views are all my own !! ,4741,7207,98540,52,"A must read.....
Free Link below.....
It could be happening near you today !! 

David Lean: Who is watching your children play sport, do we re... https://t.co/6eRO8yUcYP https://t.co/pH1C64zyTI",[]
116,SoJoBmanUtefan,Father of 4...Love anything UTES.. #JETSjetsjetsjets fan also 4 life...,"Copperton,Utah",662,418,22366,11,"Congratulations to @Utah_Football TE Dalton Kincaid! He's received the 2020 Utah Athletes in Service Award, sponsored by the University's @BennionCenter. The award honors athletes who excel in their sport, in the classroom and in the community:
https://t.co/fTYgJyNW4f

#GoUtes https://t.co/WyyjwGc44Q",[]
117,olufarai,Christian | @Outreachy Intern for @OpenStack | Software Developer | Nurturing @afropelocare | #EndSARS,"Ibadan, Nigeria",529,809,5276,11,"UISU SPECIAL RELEASE 056
18/12/2020

Death of Ex-UISU Sport Secretary

We regret to announce the death of our former Sport Secretary for the 2015/16 session, Mr Ibrahim Olayemi Oladiran (Ozone). We received the news of the death of Mr Ibrahim in the early hours of Friday, https://t.co/PNkCPatAhg",[]
118,irishnewssport,"Sports news, analysis and more from the Irish News.",Belfast,1474,31778,61454,0,"Kieran Donaghy's basketball skills and big-game experience with Kerry can add value to Armagh 

https://t.co/cvMXbAYfP3",[]
119,Utah_Football,Official Twitter account for the University of Utah Football Team. #GoUtes,"Salt Lake City, Utah",571,155299,25317,11,"Congratulations to @Utah_Football TE Dalton Kincaid! He's received the 2020 Utah Athletes in Service Award, sponsored by the University's @BennionCenter. The award honors athletes who excel in their sport, in the classroom and in the community:
https://t.co/fTYgJyNW4f

#GoUtes https://t.co/WyyjwGc44Q",[]
120,Glenannesc,"Glenanne Sports Club is a field hockey club based in Tallaght, Dublin, Ireland. They have 3 men's teams and 3 ladies teams as well as a vibrant youth section.","Tallaght, Dublin",230,1707,4193,6,"Sport Ireland is also today launching its new Gender Diversity on Boards Toolkit. 

👇https://t.co/hiMt5r7eI3

Methods and guidelines to assist sports leaders in achieving
gender equality on their Boards and Committees

👇
https://t.co/hiMt5r7eI3

#WomenInSportIRE https://t.co/2g2BeV7D1h",[]
121,VegasUte,Ute fan geeky Engineer and History buff. CCAF Member,,171,1126,35262,11,"Congratulations to @Utah_Football TE Dalton Kincaid! He's received the 2020 Utah Athletes in Service Award, sponsored by the University's @BennionCenter. The award honors athletes who excel in their sport, in the classroom and in the community:
https://t.co/fTYgJyNW4f

#GoUtes https://t.co/WyyjwGc44Q",[]
122,staronline,News updates from Malaysia's top English-language daily and website,"Kuala Lumpur, Malaysia",213,1649998,385787,0,"Atlanta name Argentine Heinze as head coach
https://t.co/Eqi3NyJ65a  https://t.co/Eqi3NyJ65a",[]
123,SportsJobFinder,Follow For The Latest Sports Jobs,Worldwide,9893,13917,20766,0,"Programme Support Officer (1x permanent, 1x 12-month FTC) - Sport England - £26,251 (London), £22,171 (Loughborough) - Closing date 17 December 2020 https://t.co/rAPwtm291i",[]
124,natale_john,University of Hartford Head Women's Soccer Coach,"Connecticut, USA",191,482,2574,4,"Former Hawk Hayley Nolan ('18) was recently featured on ""Ultimate Goal!"" Check out some clips from the episode, courtesy of BT Sport &amp; WatchInsight TV!

📽 VIEW FULL CLIPS: https://t.co/wjRdNd5oDv
📖 LEARN MORE: https://t.co/0PxOxFNy3R https://t.co/GxcD5G9KNS",[]
125,footballkarma0,Everything Football  ⚽️,Earth,6682,5392,19672,0,"Chris Sutton Celtic Rant Live on BT Sport , Celts Are Here https://t.co/iiV6bDAcYw",[]
126,PJ_Jacks,,,5001,1325,29342,10,"https://t.co/uwkbhc7tkX
Three hunting towers destroyed in Germany.

“We are the Animal Liberation Front and we will come back to defend the forest.
More towers will fall until they stop this so-called sport, which is nothing else but murder.

Smash speciesism!” https://t.co/IHtCTX21zk",[]
127,SneakerMash,🥇Your #1 Source for the Best Sneaker Deals,sneakermash@gmail.com,45848,93638,55231,0,"#ad OVER 50% OFF 💥 FREE SHIPPING

Grab the Kawhi x New Balance 997 Sport ""Neo Flame"" for $51.99 (Retail $110) 

Sizes available here -&gt; https://t.co/FmI0TkvYFv https://t.co/3kkb9VmHIr",['ad']
128,HumbertoZamoraR,Soy periodista con 4 décadas y media en el oficio. Soy Director-Editor del periódico El Peninsular... Blog:https://t.co/w192L0OYgi,"La Paz, BCS",4615,3704,515953,1,"#ANALYSIS: A serial stalker exposed, a shark lover and the story sport didn't want to hear: Our top long reads for summer https://t.co/nbaYCEM9nB",['ANALYSIS']
129,abcnews,Latest news updates (mostly automated) from the Australian Broadcasting Corp. This is an official @abcaustralia account.,Australia,1200,1733547,310364,1,"#ANALYSIS: A serial stalker exposed, a shark lover and the story sport didn't want to hear: Our top long reads for summer https://t.co/nbaYCEM9nB",['ANALYSIS']
